Study Hours,Sleep Hours,Assignment Submitted,Topics to Cover,Topic Difficulty,Learning Capacity,Previous Test Score,Class Participation,Concentration Level,Distraction Time,Health Status,Study Environment,Revision Done,Time Left for Exam,Practice Tests Taken,Topic Familiarity,Predicted Score
5,5.1,No,1,High,Medium,44,High,3,1.3,Sick,Quiet,Yes,1,1,Revision,65.6
4,6.3,No,5,Low,Low,81,High,2,2.1,Okay,Quiet,Yes,1,3,First Time,57.4
5,5.7,No,2,Medium,Low,81,Medium,5,4.0,Healthy,Distracting,Yes,1,3,First Time,60.4
7,7.6,No,2,Low,Low,52,High,4,0.8,Healthy,Distracting,Yes,0,0,First Time,80.2
1,6.6,Yes,4,Low,High,89,High,3,0.6,Healthy,Quiet,Yes,2,2,Revision,86.0
3,4.8,No,5,High,High,67,Low,4,3.4,Healthy,Distracting,Yes,4,1,First Time,39.8
5,8.5,Yes,5,Medium,Medium,49,Low,2,1.6,Healthy,Distracting,Yes,4,1,Revision,73.8
4,5.5,No,3,Low,Low,55,Low,1,3.4,Sick,Distracting,Yes,2,0,First Time,34.2
0,7.7,No,4,High,High,41,High,2,1.7,Healthy,Distracting,Yes,3,3,Revision,47.2
8,7.9,No,2,High,Low,89,High,2,0.1,Healthy,Quiet,Yes,0,2,Revision,88.0
2,8.8,No,7,Medium,Medium,75,Low,3,1.5,Healthy,Distracting,Yes,2,1,First Time,33.4
1,6.5,No,5,Low,Low,90,Low,4,2.4,Okay,Quiet,Yes,3,1,First Time,36.2
8,7.1,No,5,Medium,High,64,Low,5,1.8,Sick,Quiet,No,1,3,Revision,82.2
6,5.7,No,1,Medium,High,44,Medium,4,1.8,Okay,Distracting,Yes,1,1,Revision,78.8
4,7.4,Yes,2,Low,Low,67,Low,5,4.0,Okay,Quiet,No,1,2,First Time,68.2
5,6.3,Yes,1,Medium,Low,56,Low,1,2.2,Okay,Distracting,No,1,1,First Time,57.2
3,6.2,Yes,4,Medium,Low,41,Low,4,2.8,Okay,Quiet,No,1,2,First Time,53.8
0,8.3,No,5,Medium,Low,54,Medium,5,2.9,Okay,Distracting,No,0,1,Revision,25.6
3,4.3,Yes,4,High,Low,94,Medium,4,0.0,Sick,Distracting,No,2,0,Revision,48.6
8,8.4,No,6,Low,Low,95,High,2,2.2,Healthy,Distracting,No,0,0,First Time,63.8
0,8.3,Yes,1,Medium,Medium,77,Low,1,3.9,Okay,Distracting,Yes,4,0,Revision,45.6
9,6.5,Yes,2,High,Medium,68,Low,4,3.0,Sick,Distracting,Yes,4,0,First Time,80.0
2,6.5,No,5,High,High,62,High,2,1.4,Okay,Distracting,Yes,4,1,First Time,39.2
4,5.8,No,6,Medium,Low,57,Low,2,1.5,Healthy,Quiet,No,4,3,Revision,52.6
6,9.0,No,6,Low,Medium,53,High,1,1.2,Okay,Quiet,No,1,1,First Time,58.6
8,4.6,No,2,High,Low,71,Low,4,2.5,Sick,Quiet,Yes,3,2,Revision,68.2
5,7.0,No,4,Medium,High,83,Low,3,0.4,Healthy,Quiet,Yes,2,1,First Time,71.2
2,7.4,Yes,6,Low,Medium,45,Low,3,1.2,Healthy,Distracting,No,1,3,First Time,57.8
6,8.7,No,3,Low,Low,67,High,3,2.0,Healthy,Quiet,Yes,1,3,Revision,84.6
3,7.9,No,2,Medium,Low,93,High,2,2.1,Healthy,Quiet,Yes,2,2,Revision,64.0
2,7.2,No,6,High,Low,91,High,4,2.4,Healthy,Distracting,No,4,0,First Time,29.8
6,4.6,Yes,2,Low,Low,98,High,5,3.2,Okay,Distracting,Yes,0,3,Revision,90.8
6,5.9,No,2,Low,Low,91,High,4,0.7,Sick,Distracting,No,2,3,First Time,63.4
3,4.7,Yes,5,Low,Low,57,Medium,1,0.9,Sick,Distracting,Yes,0,0,Revision,54.6
6,8.4,Yes,4,Low,High,74,High,5,3.5,Sick,Quiet,Yes,1,0,Revision,95.2
1,7.7,Yes,4,High,Low,97,Low,1,3.3,Okay,Distracting,No,2,1,First Time,24.0
0,7.8,Yes,5,High,Low,77,Medium,4,3.3,Sick,Distracting,Yes,2,0,First Time,25.8
1,7.3,No,2,Medium,Medium,43,Medium,1,0.8,Okay,Quiet,No,3,2,First Time,39.8
3,6.5,No,2,Medium,Low,90,Medium,2,0.2,Healthy,Distracting,Yes,3,3,Revision,61.6
7,4.7,No,3,High,Low,88,Medium,3,2.1,Healthy,Quiet,No,1,0,Revision,66.2
2,5.6,No,6,Medium,Medium,99,High,4,3.5,Healthy,Distracting,Yes,1,3,Revision,52.2
9,4.7,Yes,2,Low,Medium,70,Low,5,1.0,Sick,Distracting,No,1,2,First Time,89.4
5,7.6,Yes,6,High,Low,50,High,5,3.6,Sick,Quiet,Yes,1,0,First Time,59.6
5,4.8,No,1,Low,High,85,High,1,0.6,Sick,Distracting,Yes,1,0,First Time,63.4
8,7.5,No,6,High,Medium,98,Medium,3,1.2,Sick,Quiet,No,3,0,First Time,57.6
8,7.5,No,2,High,Medium,50,High,4,1.2,Healthy,Distracting,No,0,0,First Time,74.6
3,6.3,Yes,3,Medium,Low,68,Medium,2,0.6,Okay,Quiet,Yes,0,0,Revision,70.4
8,4.7,Yes,1,High,Medium,58,High,1,3.5,Okay,Quiet,Yes,0,1,First Time,83.4
5,5.6,Yes,3,Medium,Low,56,Medium,4,1.7,Sick,Quiet,Yes,4,2,Revision,77.8
1,5.6,No,6,High,High,43,Medium,4,0.8,Healthy,Distracting,No,1,2,Revision,42.6
9,7.5,Yes,3,Low,High,83,Medium,3,0.6,Healthy,Distracting,No,3,1,Revision,100.0
5,4.6,Yes,6,Low,Low,43,Medium,5,1.7,Okay,Distracting,Yes,3,1,First Time,65.8
1,8.1,Yes,4,Low,High,98,High,3,0.1,Healthy,Quiet,No,4,0,Revision,78.6
7,7.8,No,6,Low,Low,51,High,1,0.5,Sick,Distracting,No,1,0,First Time,51.4
3,4.9,Yes,5,Low,Medium,88,Low,1,0.0,Healthy,Distracting,Yes,3,3,Revision,72.8
4,7.6,No,3,Low,Medium,86,Low,3,0.1,Okay,Quiet,No,1,0,Revision,65.6
7,7.3,No,2,High,Low,46,Medium,4,4.0,Okay,Quiet,No,1,2,First Time,59.4
7,7.7,No,4,Medium,Low,60,Low,5,1.8,Sick,Distracting,Yes,4,0,First Time,55.0
5,4.9,Yes,7,High,Medium,72,Low,1,2.9,Sick,Distracting,Yes,4,1,Revision,49.0
3,4.8,No,1,Low,Low,76,Medium,3,2.9,Okay,Distracting,No,2,3,Revision,51.8
0,5.2,Yes,6,Low,Medium,51,Medium,1,3.5,Sick,Quiet,No,3,0,Revision,39.4
6,5.8,Yes,5,High,Low,46,Medium,5,0.4,Okay,Distracting,No,4,1,Revision,70.8
7,8.0,No,4,Medium,Medium,93,Low,2,2.1,Okay,Distracting,Yes,1,0,Revision,65.8
8,7.7,No,3,Medium,High,97,Medium,2,1.3,Sick,Distracting,Yes,4,0,First Time,70.0
1,8.6,No,7,Medium,High,54,Low,4,2.2,Healthy,Distracting,No,1,2,First Time,31.4
0,4.3,Yes,7,Medium,Medium,76,Medium,4,1.3,Okay,Distracting,Yes,4,1,Revision,45.0
3,4.1,No,4,Low,Medium,95,Medium,2,0.7,Okay,Distracting,No,2,1,First Time,39.8
4,7.5,Yes,2,Low,Medium,48,High,5,2.7,Okay,Distracting,Yes,2,1,First Time,78.6
9,5.4,No,2,Medium,Medium,72,High,3,0.2,Sick,Distracting,Yes,3,2,Revision,87.4
0,5.7,Yes,2,High,Medium,77,Medium,3,3.6,Healthy,Quiet,Yes,4,3,First Time,53.2
4,6.7,No,5,High,High,55,High,5,0.6,Sick,Distracting,No,1,0,Revision,55.2
5,4.5,No,7,Low,Medium,70,High,3,2.5,Okay,Distracting,No,3,2,First Time,48.0
2,7.2,Yes,4,High,Low,54,High,4,3.0,Sick,Quiet,No,4,1,Revision,51.6
6,5.6,No,4,Low,High,41,High,3,0.3,Healthy,Quiet,Yes,0,3,Revision,96.6
5,7.2,No,7,Low,Medium,52,Low,3,3.6,Sick,Quiet,No,0,2,Revision,53.4
3,8.2,No,3,Medium,Low,95,High,4,1.4,Sick,Quiet,No,1,1,Revision,49.8
2,4.9,No,1,Medium,High,44,Medium,1,4.0,Healthy,Distracting,Yes,3,2,First Time,45.8
4,8.7,Yes,2,Medium,Low,87,High,2,0.3,Okay,Distracting,No,2,3,Revision,72.0
2,6.7,Yes,1,Medium,Medium,72,Medium,3,2.9,Okay,Distracting,Yes,4,1,Revision,66.6
9,8.6,Yes,7,Medium,Low,71,Low,2,0.6,Sick,Quiet,No,2,0,First Time,69.6
8,5.0,Yes,7,Medium,Low,92,Medium,2,1.6,Sick,Quiet,No,2,2,First Time,66.8
8,7.0,Yes,1,High,High,81,Medium,5,1.8,Sick,Distracting,Yes,2,1,First Time,90.4
5,6.0,No,2,Medium,Low,87,High,5,1.6,Sick,Quiet,Yes,4,1,First Time,60.8
5,7.9,Yes,2,Medium,Low,84,Medium,5,1.4,Healthy,Distracting,Yes,0,0,First Time,77.4
3,7.0,No,3,Low,High,60,Medium,1,3.1,Okay,Quiet,Yes,2,1,Revision,64.8
3,6.5,Yes,5,Low,Medium,41,Low,1,3.3,Okay,Distracting,Yes,1,3,Revision,64.4
1,8.6,No,2,Medium,Low,75,Low,2,1.3,Sick,Distracting,Yes,1,1,First Time,22.2
9,5.9,Yes,1,Low,Medium,93,High,2,1.9,Healthy,Quiet,Yes,3,1,First Time,100.0
3,5.1,No,7,High,High,72,Low,2,1.7,Healthy,Distracting,Yes,1,1,Revision,43.8
7,7.0,Yes,3,High,Medium,50,Low,2,2.4,Sick,Quiet,No,0,1,First Time,67.2
9,7.1,No,4,High,Low,80,Medium,4,0.6,Sick,Distracting,Yes,1,2,Revision,74.6
1,6.2,No,7,High,Low,62,High,2,3.2,Okay,Distracting,No,1,2,Revision,21.0
8,6.4,No,3,Medium,Medium,77,High,5,3.2,Sick,Quiet,No,0,2,First Time,73.4
0,8.8,No,2,High,Medium,72,Medium,2,2.4,Sick,Distracting,No,3,2,First Time,14.6
1,7.7,No,7,High,Low,79,Low,5,3.0,Okay,Quiet,No,3,3,First Time,21.6
1,4.6,Yes,6,High,High,47,Low,5,4.0,Okay,Quiet,Yes,3,3,First Time,48.2
5,5.1,No,2,High,Low,75,Low,2,3.7,Healthy,Distracting,No,2,3,First Time,40.8
6,8.9,No,5,Low,Low,75,High,2,2.4,Okay,Distracting,Yes,3,2,Revision,64.4
2,7.6,No,3,High,Medium,72,Medium,3,2.0,Sick,Quiet,No,3,2,Revision,41.8
8,8.6,Yes,2,High,Low,68,Medium,5,2.1,Healthy,Quiet,No,3,3,First Time,89.6
4,5.5,No,1,Low,Medium,70,Low,2,1.9,Sick,Quiet,No,3,1,Revision,57.2
4,7.7,No,1,Low,High,96,High,2,1.9,Okay,Quiet,No,1,0,Revision,74.8
3,7.6,Yes,3,Medium,Low,69,Medium,3,2.9,Healthy,Quiet,No,1,3,Revision,72.0
8,5.5,Yes,7,Low,High,47,Low,4,4.0,Healthy,Quiet,Yes,3,0,First Time,92.0
7,6.8,No,5,Low,High,65,Low,5,0.2,Healthy,Distracting,Yes,4,0,Revision,90.2
3,7.1,No,6,Low,Low,62,Medium,5,0.9,Okay,Quiet,Yes,3,0,First Time,53.0
3,6.4,Yes,3,High,Medium,89,Medium,3,0.8,Okay,Quiet,Yes,2,1,Revision,72.2
1,8.1,No,5,Medium,Medium,94,Medium,4,3.3,Okay,Quiet,Yes,1,1,Revision,44.2
8,8.2,No,1,Medium,Low,91,High,1,1.7,Healthy,Distracting,Yes,0,2,Revision,83.2
2,8.3,No,2,High,Medium,90,Low,3,2.1,Okay,Distracting,Yes,2,2,First Time,35.2
3,8.0,Yes,4,Medium,Medium,82,Medium,2,1.9,Okay,Distracting,No,0,1,Revision,59.2
6,6.4,No,2,High,High,99,High,2,3.4,Sick,Quiet,Yes,4,1,First Time,62.0
9,5.9,No,1,Low,Medium,65,High,2,2.0,Okay,Distracting,Yes,0,2,First Time,86.8
7,8.2,Yes,6,High,Medium,91,Medium,1,2.7,Okay,Quiet,No,0,0,Revision,72.2
7,6.5,Yes,7,High,Low,81,Medium,2,0.1,Okay,Distracting,Yes,3,3,Revision,76.8
3,5.2,Yes,1,Low,High,77,Medium,1,2.6,Okay,Quiet,Yes,4,2,Revision,83.2
6,6.5,No,2,Low,Medium,78,Medium,3,1.0,Sick,Distracting,Yes,0,3,Revision,77.0
9,4.7,No,2,Medium,Low,41,High,1,3.5,Okay,Distracting,No,0,0,Revision,68.4
0,7.5,Yes,6,High,Medium,94,Medium,2,3.0,Okay,Quiet,No,0,2,First Time,34.0
5,5.7,No,6,Low,High,65,Low,5,0.4,Okay,Quiet,Yes,3,0,First Time,68.6
5,5.3,Yes,1,Medium,High,57,Low,2,0.4,Okay,Distracting,No,4,2,First Time,72.8
5,8.8,No,2,High,High,66,Medium,1,1.2,Healthy,Quiet,No,3,0,Revision,67.0
1,7.9,No,7,Low,High,89,Medium,1,0.5,Okay,Quiet,Yes,1,0,First Time,42.2
7,7.9,No,4,Low,High,56,High,4,3.0,Sick,Distracting,No,3,2,First Time,68.2
4,7.1,No,4,High,High,84,Low,4,3.9,Healthy,Quiet,No,2,0,Revision,59.0
4,8.2,No,3,Low,Low,54,Low,4,2.6,Okay,Quiet,No,2,3,Revision,60.4
1,7.8,No,4,High,High,82,High,2,1.0,Sick,Quiet,No,4,3,First Time,36.4
3,7.0,Yes,1,High,Medium,46,Medium,1,2.3,Okay,Quiet,Yes,4,1,First Time,62.4
8,8.8,No,1,High,Medium,56,High,4,3.2,Healthy,Distracting,Yes,4,1,First Time,75.0
8,5.0,Yes,3,Low,Medium,58,High,5,3.8,Healthy,Quiet,No,3,3,Revision,100.0
5,8.7,No,7,Low,Medium,66,Low,3,0.0,Sick,Distracting,Yes,2,1,First Time,46.6
8,6.0,Yes,5,High,High,79,High,3,2.1,Sick,Quiet,No,1,1,Revision,87.8
3,6.6,Yes,7,Medium,High,56,Low,4,1.8,Healthy,Quiet,Yes,1,1,Revision,76.6
0,4.6,No,3,High,Low,71,Low,4,1.7,Okay,Quiet,Yes,4,0,Revision,30.8
1,6.7,No,5,High,High,55,High,4,2.0,Healthy,Distracting,No,0,3,Revision,49.4
0,7.1,No,5,High,Medium,99,High,3,1.6,Okay,Quiet,Yes,1,2,First Time,34.6
7,9.0,Yes,2,Medium,Low,69,Medium,4,1.4,Sick,Distracting,Yes,2,3,Revision,85.2
8,8.9,No,6,Low,Low,53,Low,5,0.5,Healthy,Distracting,No,0,3,First Time,70.2
9,8.8,No,4,Low,Low,93,High,5,2.0,Okay,Quiet,Yes,0,1,Revision,92.4
5,5.7,No,7,High,Low,99,Low,5,3.3,Okay,Quiet,Yes,3,1,Revision,48.8
1,9.0,No,5,High,High,89,High,5,0.4,Healthy,Quiet,Yes,4,2,First Time,52.2
5,6.3,Yes,2,Low,Low,80,High,1,3.0,Healthy,Quiet,No,3,3,First Time,79.6
8,8.3,No,3,High,High,57,Medium,4,1.1,Okay,Distracting,Yes,1,0,Revision,81.2
2,5.1,Yes,3,Low,Low,61,Medium,2,1.5,Okay,Quiet,Yes,1,0,First Time,58.2
8,6.5,Yes,7,Medium,High,91,Medium,1,4.0,Sick,Distracting,Yes,3,2,Revision,80.0
1,8.8,No,7,High,High,96,High,2,2.7,Okay,Distracting,Yes,4,2,Revision,35.0
4,8.7,No,5,Low,Medium,55,Medium,2,2.9,Healthy,Quiet,Yes,3,0,Revision,64.8
1,7.4,Yes,7,Low,High,88,Low,1,2.4,Healthy,Quiet,No,0,0,First Time,51.4
6,8.0,No,2,Medium,Low,88,Low,4,1.3,Okay,Distracting,Yes,0,0,Revision,65.4
9,4.9,Yes,1,High,Low,55,High,1,2.7,Okay,Quiet,No,3,0,First Time,80.4
8,7.6,Yes,7,Medium,High,65,Medium,3,1.8,Okay,Quiet,No,3,0,Revision,92.2
6,7.1,No,6,Low,High,90,High,5,3.3,Sick,Distracting,Yes,0,3,First Time,69.2
4,4.5,No,6,Low,High,82,High,1,2.3,Healthy,Distracting,Yes,2,3,First Time,58.4
3,4.6,No,4,Medium,High,45,Low,1,3.1,Healthy,Distracting,No,4,0,First Time,36.0
3,4.5,Yes,5,Medium,Medium,90,Medium,3,3.4,Okay,Quiet,No,0,0,First Time,51.2
9,7.6,Yes,1,Medium,Medium,46,Low,5,3.3,Sick,Distracting,No,3,3,Revision,95.2
7,4.7,No,4,High,Medium,48,Medium,2,1.6,Sick,Quiet,No,2,1,Revision,58.2
9,6.3,No,1,Low,Medium,83,Medium,3,1.5,Okay,Quiet,No,3,3,First Time,90.6
9,5.8,Yes,6,High,Medium,65,High,4,3.5,Healthy,Quiet,Yes,2,0,First Time,91.6
9,6.8,Yes,2,High,High,41,Medium,1,0.6,Sick,Distracting,Yes,4,2,Revision,97.4
9,7.5,No,7,Medium,Medium,75,Medium,1,1.1,Okay,Quiet,No,0,0,First Time,66.8
9,7.4,Yes,5,High,Medium,42,High,3,0.5,Healthy,Quiet,No,1,1,First Time,94.2
0,6.6,No,1,High,High,93,Low,1,0.2,Healthy,Distracting,No,0,0,Revision,39.8
4,6.3,Yes,1,Medium,High,60,Low,5,2.5,Okay,Quiet,No,3,1,Revision,83.6
1,6.0,No,1,Medium,Low,83,Low,5,3.6,Healthy,Distracting,Yes,0,1,First Time,36.8
8,8.3,No,6,Medium,Low,42,Medium,3,0.5,Sick,Distracting,No,2,1,First Time,51.4
6,5.7,Yes,5,Low,Low,48,Medium,3,3.2,Healthy,Distracting,Yes,4,3,First Time,77.0
9,5.3,Yes,2,Low,Medium,51,High,3,1.5,Sick,Distracting,No,1,3,First Time,93.6
7,7.7,No,2,High,High,47,High,4,2.5,Sick,Quiet,Yes,0,1,Revision,80.6
5,5.8,No,1,High,Low,90,High,1,3.1,Okay,Distracting,No,2,1,First Time,40.4
8,8.2,No,2,Low,Low,97,Low,2,2.8,Okay,Quiet,No,3,0,First Time,66.0
5,5.6,No,4,High,Medium,76,Medium,2,0.5,Healthy,Quiet,No,2,0,Revision,62.2
6,7.5,Yes,2,Medium,Low,60,High,2,0.5,Sick,Distracting,No,2,3,Revision,79.0
6,4.2,No,1,Low,High,76,Medium,3,3.7,Sick,Quiet,Yes,0,3,First Time,72.0
8,5.9,Yes,4,High,High,79,High,4,0.3,Sick,Distracting,No,1,1,Revision,89.2
7,5.7,Yes,5,High,Low,42,High,4,0.9,Sick,Distracting,Yes,3,3,Revision,79.6
0,8.1,No,3,High,High,90,Low,2,1.8,Sick,Distracting,Yes,4,1,Revision,28.2
3,8.8,Yes,6,Low,Low,95,Low,2,3.3,Healthy,Quiet,No,1,3,First Time,54.8
6,6.3,Yes,2,Low,Low,80,Medium,4,2.4,Sick,Distracting,Yes,3,2,First Time,75.8
7,8.1,No,7,Low,High,60,Medium,3,2.3,Okay,Quiet,No,0,3,First Time,71.2
6,7.5,No,4,Medium,High,65,High,3,2.8,Okay,Distracting,No,1,3,First Time,64.4
2,8.8,No,3,High,Medium,63,Low,2,3.2,Sick,Quiet,No,0,1,First Time,22.0
3,8.1,No,5,High,Medium,85,Medium,5,0.9,Healthy,Quiet,Yes,1,2,First Time,55.0
6,4.4,No,3,Medium,Low,92,Low,3,0.1,Okay,Distracting,Yes,3,0,Revision,60.6
7,7.6,Yes,5,Low,High,99,Medium,5,0.5,Healthy,Quiet,Yes,0,3,First Time,100.0
6,6.7,No,1,Low,Low,91,Medium,1,0.7,Okay,Distracting,No,0,2,First Time,61.0
5,4.1,No,1,Low,Medium,73,Low,3,0.2,Sick,Quiet,Yes,3,0,First Time,61.8
8,5.3,Yes,6,Medium,Low,71,Medium,5,3.0,Okay,Quiet,Yes,2,2,First Time,82.6
8,8.6,No,6,High,High,66,Medium,1,3.5,Sick,Distracting,No,3,2,Revision,55.8
6,8.6,No,5,Medium,High,86,Low,1,2.8,Sick,Distracting,Yes,1,0,First Time,46.2
7,8.0,No,3,High,Medium,69,Low,2,0.8,Sick,Quiet,Yes,2,0,Revision,66.4
5,8.9,Yes,6,High,Low,43,Medium,5,2.4,Okay,Quiet,No,4,1,First Time,56.4
0,8.0,No,2,High,Low,41,Medium,2,2.1,Healthy,Distracting,Yes,4,1,Revision,32.8
0,4.1,No,3,Medium,High,62,Low,1,3.3,Okay,Quiet,No,3,1,First Time,22.6
5,5.4,No,6,Low,Medium,94,Medium,3,3.8,Healthy,Distracting,Yes,2,2,First Time,56.2
1,4.2,No,3,Low,High,80,Medium,3,3.0,Sick,Quiet,No,0,3,Revision,47.4
7,4.5,No,7,Medium,High,99,Medium,3,2.1,Healthy,Quiet,No,2,3,First Time,68.8
0,5.1,Yes,2,High,Medium,43,High,5,2.0,Sick,Quiet,No,2,3,Revision,55.2
1,6.5,No,3,Medium,High,76,Low,4,3.2,Okay,Distracting,Yes,4,0,First Time,37.6
7,8.2,No,3,Low,Low,50,High,2,0.5,Healthy,Quiet,Yes,2,3,Revision,91.6
5,8.3,No,4,Medium,Low,75,High,4,0.6,Healthy,Distracting,Yes,3,0,Revision,68.2
9,7.1,No,5,High,Low,75,High,4,1.4,Healthy,Quiet,Yes,4,2,Revision,90.0
1,8.6,No,1,Low,High,54,High,1,3.0,Okay,Distracting,Yes,0,2,First Time,46.8
1,6.5,Yes,6,High,Medium,76,Medium,2,0.3,Healthy,Quiet,Yes,1,2,Revision,62.4
6,8.4,Yes,7,Medium,Medium,42,High,1,1.4,Sick,Quiet,Yes,1,1,Revision,75.4
4,6.3,No,6,High,Medium,87,High,4,1.3,Okay,Distracting,Yes,1,3,Revision,58.0
4,5.4,No,6,Medium,Medium,69,Low,1,1.9,Sick,Quiet,Yes,4,2,Revision,47.0
7,8.6,Yes,5,Low,Medium,96,Medium,1,1.9,Sick,Distracting,Yes,3,0,Revision,79.0
6,5.9,Yes,3,Low,High,62,Medium,5,2.9,Okay,Quiet,Yes,4,1,First Time,93.0
8,6.5,Yes,2,Low,Medium,72,Low,2,2.5,Sick,Quiet,Yes,4,1,First Time,88.0
3,5.6,No,2,High,Low,40,Medium,2,3.6,Healthy,Distracting,No,4,3,Revision,43.0
9,7.3,Yes,1,Medium,High,40,Medium,4,0.7,Sick,Distracting,Yes,0,2,First Time,100.0
3,9.0,No,1,Medium,Low,42,Low,3,1.7,Healthy,Distracting,No,0,3,Revision,51.6
1,4.1,No,1,Medium,Medium,48,Medium,1,1.6,Okay,Distracting,No,3,2,First Time,29.0
2,8.5,Yes,2,High,Medium,71,High,2,0.5,Sick,Distracting,Yes,3,3,Revision,62.0
0,4.0,No,3,Medium,Low,52,High,3,0.7,Sick,Distracting,Yes,0,3,Revision,33.6
0,5.8,No,1,Low,Low,95,High,2,1.3,Healthy,Quiet,Yes,0,1,Revision,55.0
6,4.8,Yes,1,Medium,High,84,Low,4,2.9,Sick,Quiet,No,2,1,First Time,74.8
4,7.8,No,7,High,Medium,70,Medium,1,0.6,Healthy,Distracting,Yes,3,2,Revision,51.2
2,4.3,Yes,2,Low,Medium,96,Medium,5,1.1,Sick,Distracting,Yes,3,1,Revision,67.4
6,6.8,Yes,6,Low,Medium,60,Medium,4,2.7,Okay,Quiet,No,2,1,First Time,77.2
1,5.5,Yes,3,High,Low,62,Medium,4,2.4,Healthy,Quiet,No,2,0,First Time,46.2
2,4.7,No,1,Low,Medium,52,Low,4,0.4,Sick,Quiet,Yes,3,2,Revision,59.6
0,7.9,Yes,3,Medium,High,65,Medium,3,3.8,Sick,Quiet,Yes,1,3,First Time,51.6
7,5.1,Yes,4,High,High,64,Low,4,0.6,Healthy,Quiet,Yes,3,3,Revision,100.0
1,5.1,No,6,Medium,Low,92,High,5,0.2,Sick,Distracting,No,4,3,First Time,26.8
6,5.4,Yes,6,High,Low,47,Low,1,1.2,Sick,Quiet,Yes,0,0,First Time,53.4
8,6.9,No,1,High,High,79,Medium,2,0.1,Healthy,Quiet,No,2,1,First Time,83.6
5,7.3,No,1,High,Low,69,Low,3,0.1,Healthy,Distracting,Yes,2,1,Revision,64.2
1,4.1,Yes,7,Medium,Low,90,Medium,4,2.3,Okay,Quiet,No,2,3,Revision,47.6
1,5.2,Yes,2,High,Medium,44,Low,2,3.6,Okay,Distracting,Yes,0,3,First Time,41.2
8,6.2,No,6,Low,High,63,Medium,4,1.6,Healthy,Distracting,Yes,3,3,First Time,86.2
9,5.7,Yes,7,Medium,Medium,49,High,1,1.2,Sick,Distracting,Yes,3,0,First Time,77.0
7,8.4,No,4,High,High,58,High,5,3.7,Healthy,Quiet,No,4,3,First Time,75.8
8,7.9,Yes,4,High,Medium,74,Low,5,0.2,Sick,Quiet,No,0,1,First Time,78.8
3,7.1,No,4,Medium,High,61,High,3,1.9,Okay,Distracting,Yes,2,0,Revision,61.0
3,5.7,Yes,5,Low,High,78,Medium,2,1.0,Healthy,Quiet,Yes,1,3,First Time,80.4
1,7.5,Yes,2,Low,High,94,High,2,1.5,Healthy,Quiet,No,3,1,Revision,79.0
9,8.2,No,2,High,Low,77,High,5,1.6,Okay,Quiet,Yes,3,2,First Time,82.4
0,7.0,Yes,1,High,Medium,46,High,1,2.2,Healthy,Quiet,Yes,2,0,Revision,63.6
9,7.9,Yes,2,Low,Low,78,High,3,1.8,Healthy,Quiet,Yes,1,1,First Time,100.0
3,7.7,No,1,High,Low,59,Medium,4,4.0,Healthy,Quiet,Yes,3,1,Revision,56.6
9,6.9,No,7,Low,High,79,High,3,0.1,Healthy,Quiet,No,0,1,First Time,91.6
9,5.6,No,1,Low,High,95,High,5,3.0,Okay,Distracting,No,1,1,First Time,88.2
7,7.7,Yes,5,Low,Low,71,Low,4,0.2,Sick,Quiet,No,3,0,First Time,75.2
1,5.0,Yes,7,Low,Low,41,Medium,3,1.7,Okay,Quiet,Yes,4,0,First Time,46.6
7,7.9,No,2,High,Low,54,Low,1,0.8,Okay,Quiet,Yes,3,2,First Time,60.6
0,8.0,No,2,Medium,High,49,Low,2,3.8,Healthy,Quiet,No,3,0,Revision,42.4
0,8.1,Yes,5,Medium,High,60,Low,4,2.9,Okay,Quiet,Yes,3,0,Revision,57.0
3,6.4,No,5,Low,High,54,High,3,1.9,Healthy,Distracting,Yes,0,3,Revision,72.0
6,5.0,No,7,High,Medium,73,High,1,3.8,Healthy,Quiet,Yes,3,2,Revision,61.4
8,4.5,No,7,Medium,Low,74,Low,3,2.9,Sick,Distracting,No,1,2,Revision,49.2
4,7.7,Yes,2,Medium,Low,90,Medium,4,3.8,Okay,Distracting,No,3,3,Revision,68.0
1,8.4,Yes,2,Low,Medium,44,Medium,1,2.8,Okay,Distracting,No,4,3,First Time,49.6
6,7.3,No,7,Low,Low,95,Low,2,0.3,Healthy,Distracting,No,2,1,Revision,59.8
1,4.7,Yes,1,High,Low,58,Medium,1,2.5,Healthy,Distracting,No,0,2,First Time,38.4
8,8.7,Yes,3,Medium,Low,46,Low,3,3.9,Sick,Quiet,Yes,2,0,Revision,80.8
8,8.9,No,6,Low,Medium,92,High,3,0.9,Healthy,Quiet,Yes,1,1,First Time,83.4
2,6.2,Yes,1,Low,Medium,85,High,3,3.2,Sick,Distracting,Yes,2,3,First Time,64.0
7,7.0,No,4,High,Low,83,High,3,0.7,Healthy,Quiet,No,2,1,First Time,66.6
3,7.9,Yes,4,Low,High,97,Medium,3,1.8,Healthy,Distracting,Yes,3,0,Revision,81.6
2,7.7,No,3,Low,Low,81,Low,5,0.3,Healthy,Quiet,Yes,1,0,First Time,56.0
0,8.8,No,6,Low,Low,81,Medium,1,1.4,Healthy,Quiet,Yes,1,3,First Time,34.6
4,4.6,No,5,Low,High,75,Medium,1,3.1,Okay,Distracting,Yes,0,1,First Time,47.0
3,6.9,Yes,4,Low,Low,57,High,1,0.2,Sick,Quiet,No,0,1,Revision,66.4
